math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,timeread,joyread,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
440.15289,493.13351,473.23199,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-2.7114,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-.3902,-.4396,-.8110000000000001,-.9399999999999999,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82606879
543.91602,565.65851,600.82709,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,1 to 2 hours a day,1.1194,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.1114,1.1793,-1.4218,-1.2176,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82607015
355.79929,373.49591,378.08881,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.9016,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.5478,-.7412,.3601,.3692,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82607306
423.5062,345.15189,475.931,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,More than 30 minutes to less than 60 minutes a day,1.0387,ISCED 5B,ISCED 5B,ISCED 5B,14,.2741,.2646,-.2636,-.1255,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82608926
550.83868,604.55377,612.22278,Female,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,1 to 2 hours a day,.8628,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.0715,-1.2366,.1801,.3875,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82610120
623.6109,640.35181,670.85651,Male,Native,Language of the test,No,No,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,.5935,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.3625,-.3792,-.265,-.1536,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82611420
557.5882,496.67291,532.00342,Male,Native,Language of the test,Yes,Yes,Yes,No,Yes,Yes,26-100 books,I do not read for enjoyment,-.9378,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.8434,-1.0527,.5612,-.5742,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82612254
541.70587,560.20691,606.7561,Male,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,.0127,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.3902,-.7412,.2815,.0895,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82612420
612.37329,604.15253,650.58832,Female,Second-Generation,Language of the test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.9016,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.8559,-.6947,.5262,1.0192,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82612689
371.5546,426.4649,414.93341,Male,Native,Language of the test,Yes,No,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.8216,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,1.1114,1.1793,.0314,.0895,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82613865
556.33832,554.3476,577.21472,Male,Second-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,.8628,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.3559,1.1793,.384,.4826,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82614195
436.60089,430.0491,421.09991,Male,Native,Language of the test,No,Yes,Yes,No,Yes,Yes,0-10 books,I do not read for enjoyment,-1.4526,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.4711,-2.2894,-.9965000000000001,-1.9827,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82614816
617.85431,586.78802,616.66449,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.6523,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.3833,-1.5216,-.3527,-.3205,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82615339
422.48129,448.90451,501.73251,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.0789,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.5792,.0477,-.7824,-1.3294,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82615790
565.97418,557.86798,593.76599,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 2 hours a day,2.0787,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.0722,1.1793,1.5119,1.8669,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82616317
454.19351,542.75702,531.51007,Male,Native,Language of the test,Yes,Yes,No,No,Yes,Yes,11-25 books,I do not read for enjoyment,-1.9715,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.5792,-2.0089,-.0349,-.8399,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82616505
448.78851,441.2876,507.28659,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.638,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7725,1.1793,1.1636,.333,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82616649
497.54709,421.22479,425.06781,Female,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.6362,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.8434,-1.3216,.7050999999999999,.135,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,18.2198,829,26-30 students,82600302,82617026
513.90991,529.80701,510.67719,Male,Second-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.7983,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-.3833,1.1793,-.7917999999999999,-.1536,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82600646
506.9744,512.48761,553.51642,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.6146,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.2139,-.6853,1.1713,.5447,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82601908
500.00241,516.71832,499.88889,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.2704,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.2522,.0477,.4858,.9144,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82602819
548.03772,576.59741,618.2832,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,1 to 2 hours a day,1.01,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.1114,-.1357,2.5789,2.0259,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82605384
539.53052,518.25079,513.58691,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,-.2704,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.1687,1.1793,1.0345,1.2943,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82605421
619.6925,563.466,527.89508,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-2.7114,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.9827,1.1793,1.1113,.6901,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82606047
590.98438,580.07898,611.81317,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.7421,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.8434,.7604,.1777,.333,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82606440
515.82233,432.00101,445.12659,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,I do not read for enjoyment,-1.1538,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,.2817,.0477,.1012,-.1536,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82607373
557.32281,532.62811,516.28052,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,I do not read for enjoyment,-1.9254,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-1.8434,.0477,-.4807,-.3629,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82607542
602.95642,556.63733,540.99188,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.2704,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,1.1114,1.1793,.7675,.656,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82609469
608.66138,584.29053,587.36603,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,-.5831,ISCED 5B,ISCED 5B,ISCED 5B,14,1.8498,1.1793,.1877,.3443,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82610627
338.43289,286.87949,348.2272,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.7983,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.0715,.0477,1.0966,.0595,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82611656
605.1781,593.1452,608.27478,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,1 to 2 hours a day,2.6131,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,.0019,-.6853,.5841,.1042,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82612088
615.65332,583.85229,661.37518,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,.0127,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.2588,1.1793,1.4377,.6901,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82612174
518.3421,583.26758,575.20172,Male,Native,Language of the test,Yes,Yes,Yes,No,Yes,Yes,201-500 books,I do not read for enjoyment,-.9223,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.5792,-.9649,-.1059,-.9399999999999999,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82612499
525.55652,379.93179,417.69989,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.8176,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7725,1.1793,1.2795,2.6563,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82612687
554.646,623.12708,653.85339,Male,Second-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,.3568,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.2522,.2646,-.0989,.333,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82612698
514.08557,580.44458,565.45819,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,.1499,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.0283,1.1793,.9949,3.601,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82613385
487.06,517.15503,466.15591,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.5262,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.6183999999999999,.0477,.8398,1.8669,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82614817
510.617,410.41061,499.23331,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-2.7114,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.5478,1.1793,.4284,.3692,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82614895
505.12,512.03387,549.7381,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.9715,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-1.0715,-.4396,1.8365,1.2243,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82615559
453.49051,424.91959,400.86511,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-2.7114,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.0396,.0477,1.1188,1.8669,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,17.6842,840,21-25 students,82600303,82615797
455.0813,493.90771,479.0386,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.1984,ISCED 2,ISCED 2,ISCED 2,10,-.9827,1.1793,.2811,-.1536,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.2558,656,21-25 students,82600305,82603272
418.0542,402.17401,384.8252,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.4466,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.3559,.0477,-.12,-.5973000000000001,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.2558,656,21-25 students,82600305,82608764
517.38672,583.77692,571.24469,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,1 to 2 hours a day,.638,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,1.8498,.0477,.8925999999999999,2.6563,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82601482
595.48901,594.7879,580.42352,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,.8628,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,1.0504,1.2943,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82602369
591.60529,578.12958,615.31293,Female,Native,Language of the test,Yes,Yes,No,No,Yes,Yes,201-500 books,1 to 2 hours a day,2.6131,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,1.8498,-1.3099,.9879,.0595,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82603316
500.24329,490.76151,436.65369,Female,Second-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,-.5262,ISCED 5B,ISCED 2,ISCED 5B,14,-.2588,.7604,-.2847,.0895,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82604157
485.76111,540.9115,499.4736,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,-.1542,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.0019,-.1357,.0637,-.349,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82605276
394.4653,415.90771,378.67899,Male,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.6146,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.7486,-1.1123,.5194,.0895,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82606214
385.73239,452.99921,424.5715,Female,Native,Language of the test,No,Yes,No,Yes,Yes,Yes,101-200 books,More than 2 hours a day,1.3052,ISCED 2,ISCED 2,ISCED 2,10,-1.8434,-1.6145,-.2361,-1.0269,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82606461
360.21991,364.6868,320.20041,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.1119,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.7725,1.1793,.7072000000000001,.3692,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82608222
453.69931,389.98999,379.54599,Male,Native,Language of the test,No,Yes,No,Yes,Yes,Yes,0-10 books,1 to 2 hours a day,-.1542,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.7397,-1.8813,-.2768,-.6068,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82608430
496.1102,512.62598,508.27509,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.7553,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.7847,1.1793,.54,.0895,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82609741
502.46301,504.71939,468.5939,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.1542,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.53,1.1793,.7004,-.4985,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82611013
435.8721,501.31079,477.9263,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.1499,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.0992,1.1793,1.1556,1.2943,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82611668
433.64529,425.1853,404.58121,Female,Native,Other language,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 2 hours a day,2.0787,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.8498,-.1357,.1857,.7693,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82613694
448.1297,412.8092,411.0293,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 2 hours a day,-.1042,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.9386,1.1793,.1801,.6901,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82613794
502.93121,509.9115,506.15939,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,-.0176,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-.6183999999999999,.0477,1.1188,1.8669,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82615141
484.47119,371.578,437.2204,Male,Native,Language of the test,Yes,No,No,Yes,Yes,Yes,101-200 books,More than 2 hours a day,.2641,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.8498,.031,.9199000000000001,1.2943,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82616074
493.9567,552.21759,483.84341,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.7553,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.4711,-.9779,.6836,-.4834,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82616827
505.2114,524.81451,503.16959,Male,Native,Language of the test,Yes,No,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,.2694,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,.5061,1.2943,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82617030
539.87817,522.89771,537.96991,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.2704,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.1316,1.1793,.7952,.0895,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,15.2212,1583,21-25 students,82600306,82617032
501.15149,515.62408,515.83521,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.2704,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.1316,.0477,.3288,-.2532,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82600609
526.81293,538.62531,530.99609,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,26-100 books,30 minutes or less a day,-.1542,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,.0283,-1.0118,-.0005,.114,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82600743
486.35172,462.7872,480.90851,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-1.7421,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.8498,1.1793,.5967,.2111,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82601137
431.68979,449.16861,454.30939,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,I do not read for enjoyment,-2.7114,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.0782,.2646,1.1298,-.1443,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82601537
508.9017,510.41281,490.47021,Female,Native,Language of the test,No,Yes,No,Yes,Yes,Yes,201-500 books,30 minutes or less a day,1.2316,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,.678,-.8532,.297,-.044,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82601687
506.18759,529.10553,485.09451,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,1 to 2 hours a day,-.2704,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.4425,1.1793,.2277,.4098,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82602090
606.83282,571.63898,610.23547,Female,First-Generation,Other language,Yes,No,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,2.6131,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.1114,1.1793,-1.2954,-.044,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82602178
582.08551,632.30792,591.7218,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.2406,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.6183999999999999,1.1793,.6369,1.2943,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82602853
509.66422,552.14972,512.95178,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.3571,ISCED 5B,ISCED 5B,ISCED 5B,14,-.4711,.0477,.9406,.7063,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82603202
616.56061,696.68652,652.12323,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,.2694,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.0722,1.1793,2.2984,2.6563,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82604568
579.46051,527.7229,566.75909,Male,Native,Other language,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-1.352,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.4711,.0477,1.4755,.5236,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82605080
593.7431,651.37219,608.13263,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,I do not read for enjoyment,-.5753,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.2588,.0477,.6476,.5236,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82605901
612.81592,655.51367,623.90088,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,30 minutes or less a day,.7178,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.3018,1.1793,4.0894,3.601,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82607370
683.28247,669.41431,659.67401,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,I do not read for enjoyment,-.2704,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.2588,.0477,-.1613,-.044,Great Britain: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.6559,728,21-25 students,82600307,82607550
